"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"1272","listening","A man and a woman are talking about moving. The woman is going to ...","Spain.","Japan.","Canada.","England.","A","ตอนแรกผู้หญิงตั้งใจจะไปญี่ปุ่นแต่งานถูกยกเลิก เธอจึงจะย้ายไปที่สเปน (Spain) แทนในเดือนหน้า",,"/audio/Q18.mp3","M: I heard you're moving abroad soon! Are you going to Japan like you planned?\nF: I was hoping to, but the job offer there fell through.\nM: Oh, I'm sorry to hear that. So where are you heading? England?\nF: Actually, I got a great opportunity in Spain. I leave next month! Canada was my second choice, but I prefer the warm weather.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1273","listening","Two friends are talking about the weekend. The woman is going to go ...","camping.","bike riding.","to the movies.","to the mountains.","A","ผู้หญิงปฏิเสธคำชวนไปดูหนัง เพราะเธอวางแผนที่จะไปตั้งแคมป์ (camping) กับครอบครัวไว้แล้ว",,"/audio/Q19.mp3","M: Do you have any plans for the weekend? I was thinking of going to the movies.\nF: I'd love to join you, but I've already made plans to go camping with my family.\nM: That sounds fun. Are you going to the mountains?\nF: No, we're heading to a campsite near the lake. We might even go bike riding there.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1274","listening","Two people are talking about work. What is the man trying to do?","advise the woman to ask for promotion","persuade the woman to find another job","warn the woman about the dangers of losing her job","find out some information about the woman's job","A","ผู้ชายแนะนำให้ผู้หญิงพูดกับผู้จัดการเพื่อขอเลื่อนตำแหน่ง (ask for a promotion) แทนที่จะหางานใหม่",,"/audio/Q20.mp3","F: I'm feeling really frustrated at work lately. I do so much, but I don't get recognized.\nM: Have you thought about speaking to the manager? You really deserve to ask for a promotion.\nF: I don't know, I'm worried they might say no. Maybe I should just find another job.\nM: I wouldn't do that. Just tell them what you're worth. You won't lose your job for asking.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1275","listening","Two friends are talking about how they get to work. They think the best way is ...","driving a car.","taking the bus.","taking the train.","riding a bicycle.","D","ผู้หญิงบอกว่าการปั่นจักรยาน (riding a bicycle) เป็นวิธีเดินทางที่ดีเพราะรวดเร็ว ฟรี และได้ออกกำลังกาย",,"/audio/Q21.mp3","M: Getting to work is such a hassle these days. I tried taking the train, but it's always delayed.\nF: I know. I gave up driving my car because the traffic was making me crazy.\nM: I saw you getting off the bus yesterday. Is that better?\nF: It's okay, but honestly, riding a bicycle has completely changed my commute. It's fast, free, and I get some exercise!",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1276","listening","A woman is talking to a man in a shop. The woman wants a tin of paint that is ...","bigger.","for outside use.","less expensive.","a different colour.","B","ผู้หญิงต้องการสีทาภายนอกสำหรับทารั้วสวน ที่สามารถทนฝนได้ (for outside use)",,"/audio/Q22.mp3","M: Hello, can I help you?\nF: Yes, I bought this paint here yesterday, but I need to exchange it.\nM: Usually people want a different colour, or maybe a bigger tin?\nF: Oh, the colour and size are fine. And the price was affordable. But I'm painting my garden fence, and this one is only for indoor painting. I need something that can handle the rain.\nM: Ah, I see. You need a tin for outside use.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1277","listening","Two people are talking about going swimming. What is the problem with the swimming pool?","It's very expensive.","It's a long way away.","The water's too cold.","Too many people go there.","D","ผู้หญิงบอกว่าในวันหยุดสุดสัปดาห์คนอื่นก็คิดเหมือนกัน ทำให้คนไปสระว่ายน้ำเยอะมากจนแทบไม่มีที่",,"/audio/Q23.mp3","M: We should go swimming this weekend. The weather's going to be so hot.\nF: That sounds nice, but I don't really want to go to the local pool.\nM: Why not? The water is perfectly warm, and it's not very expensive.\nF: I know, and it's only a short walk from my house. But on weekends, everybody else has the same idea. There's just no space to swim properly.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1278","listening","A man and a woman are talking about the man's house. He lives with his ...","sister.","friends.","brother.","parents.","C","ผู้ชายบอกว่าในตอนแรกจะหาเพื่อนร่วมห้อง แต่น้องชาย/พี่ชาย (brother) ต้องการที่พัก จึงตัดสินใจอยู่ด้วยกัน",,"/audio/Q24.mp3","F: I really like your new house! Did you move in recently?\nM: Thanks! Yes, just last month. It's bigger than my old place.\nF: That's great. Did you move in with your friends? I know you were looking for roommates.\nM: I was, but then my brother needed a place to stay, so we decided to share it instead. My parents will visit us next week.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1279","listening","Two people are talking about an art exhibition. How does the woman feel?","She wants to leave now.","She's happy to be there.","She likes the red painting.","She dislikes all the paintings.","A","ผู้หญิงรู้สึกผิดหวังและเบื่อกับนิทรรศการ และบอกตามตรงว่าเธอแค่อยากจะกลับตอนนี้ (leave now)",,"/audio/Q25.mp3","M: So, what do you think of this art exhibition?\nF: Well, I was really excited about coming here today, but I'm quite disappointed.\nM: Really? Look at that big red painting over there. Isn't it wonderful?\nF: It's okay, I suppose. But most of the other paintings are dull. To be honest, I'm kind of bored and I'd really just like to leave now.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1280","listening","A woman is phoning a shop about a table. What does the shop assistant ask her for?","her home address","her email address","her work telephone number","her home telephone number","D","พนักงานร้านค้าขอรับเบอร์โทรศัพท์บ้าน (home telephone number) ของเธอ เผื่อกรณีที่พนักงานส่งของต้องติดต่อ",,"/audio/Q26.mp3","M: Good afternoon, Madam. You called about the dining table you ordered?\nF: Yes, I wanted to change the delivery date.\nM: Certainly. Before we proceed, I need to verify your details. I have your home address here on the system.\nF: Okay. Do you need my email address?\nM: Not right now. But I see the contact number we have is for your office. Could you please give me your home telephone number as well, in case the driver needs to reach you?",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1281","listening","Two people are talking about changes in the restaurant where they work. What problem does the man have?","He is earning less money now.","He wants to cook different foods.","He is very tired from working hard.","He wants to know about new changes.","C","ผู้ชายบ่นว่าตอนนี้พอจบกะก็เหนื่อยล้ามากอยู่แล้ว (exhausted) ถ้าต้องทำงานหนักกว่าเดิมจากการที่ลูกค้ามากขึ้นคงจะรับไม่ไหว",,"/audio/Q27.mp3","F: Have you heard about the new changes the manager is making to the restaurant?\nM: Yes, I read the notice. They're adding a whole new section to the menu.\nF: That's exciting! I guess it means the restaurant will be busier, so we might make more money from tips.\nM: True, but we'll be serving more customers every night. I'm already exhausted by the end of my shift. Working even harder is going to be really tough on me.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1282","listening","Two people are talking about the man's life. What does his family talk about at dinner?","work","school","cooking","exercise","A","ผู้ชายเล่าว่าแม้แต่ตอนทานมื้อค่ำ ครอบครัวก็มักจะถามเรื่องงาน (work) ของเขาที่ออฟฟิศ",,"/audio/Q28.mp3","F: Do you ever get a break from your work?\nM: It's difficult. Even when I go home and sit down for dinner with my family, my parents are always asking about my projects at the office.\nF: Oh dear. My family talks about school, or sometimes we discuss exercise and healthy cooking. We never mention our jobs.\nM: That sounds nice. I wish we could talk about anything else except what I do for a living.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
